name,FP1,FPZ,FP2,AF3,AF4,F7,F5,F3,F1,FZ,F2,F4,F6,F8,FT7,FC5,FC3,FC1,FCZ,FC2,FC4,FC6,FT8,T7,C5,C3,C1,CZ,C2,C4,C6,T8,TP7,CP5,CP3,CP1,CPZ,CP2,CP4,CP6,TP8,P7,P5,P3,P1,PZ,P2,P4,P6,P8,PO7,PO5,PO3,POZ,PO4,PO6,PO8,CB1,O1,OZ,O2,CB2
FP1,0.514975368976593,0.009713743813335896,0.009637177921831608,0.009305041283369064,0.00858148094266653,0.008231421932578087,0.008234319277107716,0.008568043820559978,0.008398863486945629,0.008300057612359524,0.008412830531597137,0.00865351315587759,0.00825082790106535,0.007956890389323235,0.007744140457361937,0.007983153685927391,0.008180033415555954,0.007877450436353683,0.007664897479116917,0.007935485802590847,0.008114145137369633,0.007951057516038418,0.007679984904825687,0.007439004722982645,0.007763086352497339,0.007718057371675968,0.0073950933292508125,0.007507553789764643,0.007549103815108538,0.007731956895440817,0.007681539747864008,0.007662649266421795,0.0075628673657774925,0.007623401470482349,0.007517995312809944,0.007188610266894102,0.007683010306209326,0.007344236597418785,0.0073530771769583225,0.007882571779191494,0.00778361689299345,0.007832270115613937,0.0075646028853952885,0.007617847993969917,0.007898613810539246,0.007452314719557762,0.007303921971470118,0.007314721122384071,0.007647217717021704,0.007715000305324793,0.007886387407779694,0.007627977058291435,0.007831013761460781,0.007740813307464123,0.007726938463747501,0.007778527215123177,0.007992123253643513,0.008210495114326477,0.008068243972957134,0.007994448766112328,0.00791709404438734,0.008022340014576912
FPZ,0.009713743813335896,0.5144991278648376,0.009619470685720444,0.009444295428693295,0.008765256963670254,0.00827731005847454,0.008199193514883518,0.0086109209805727,0.008512075990438461,0.008376250974833965,0.008636174723505974,0.00880272127687931,0.00818618480116129,0.007936229929327965,0.007747007999569178,0.007946981117129326,0.008167632855474949,0.00793338380753994,0.007642247714102268,0.007979382760822773,0.00813695602118969,0.007921116426587105,0.0076774065382778645,0.007451897952705622,0.007717654574662447,0.007805899251252413,0.007446006406098604,0.007503117900341749,0.007576597388833761,0.007747643627226353,0.0076714796014130116,0.007638074923306704,0.007547304965555668,0.0076009854674339294,0.0075737969018518925,0.007179166190326214,0.007725825533270836,0.007342570926994085,0.007374592591077089,0.00793525017797947,0.007720127701759338,0.007770247757434845,0.007531138136982918,0.0076115126721560955,0.007868792861700058,0.0074514360167086124,0.0073126936331391335,0.007330187596380711,0.00758614856749773,0.00762828579172492,0.007777581922709942,0.007600635290145874,0.007781522814184427,0.0077679515816271305,0.007791863288730383,0.007882676087319851,0.008007350377738476,0.008185707964003086,0.008097564801573753,0.007912124507129192,0.007983548566699028,0.007884379476308823
FP2,0.009637177921831608,0.009619470685720444,0.5125006437301636,0.009238554164767265,0.008630247786641121,0.008298867382109165,0.008241190575063229,0.008553526364266872,0.008518064394593239,0.008435066789388657,0.0086677810177207,0.008858904242515564,0.008244594559073448,0.007993445731699467,0.007769084069877863,0.007985229603946209,0.008201316930353642,0.007972199469804764,0.007738854736089706,0.008044995367527008,0.008228595368564129,0.007935693487524986,0.00768010038882494,0.0074861180037260056,0.007742324844002724,0.00774793466553092,0.007506024092435837,0.007562985178083181,0.007677575573325157,0.007807885762304068,0.0077570280991494656,0.007626363076269627,0.007656709291040897,0.007651620078831911,0.007615298964083195,0.007262422703206539,0.007699552923440933,0.007412041071802378,0.007398598827421665,0.008024620823562145,0.0077856434509158134,0.007843387313187122,0.0076333703473210335,0.007692759856581688,0.007900703698396683,0.007521979045122862,0.007406102959066629,0.007415782194584608,0.007682437542825937,0.0077491686679422855,0.007933373562991619,0.007720890920609236,0.007859508506953716,0.007829364389181137,0.007856707088649273,0.007878531701862812,0.008091992698609829,0.008274950087070465,0.00815619807690382,0.008016432635486126,0.008035402745008469,0.00801778957247734
AF3,0.009305041283369064,0.009444295428693295,0.009238554164767265,0.5114697217941284,0.008518962189555168,0.008165501058101654,0.008252106606960297,0.008594198152422905,0.008906897157430649,0.008638589642941952,0.008846573531627655,0.008850883692502975,0.008288567885756493,0.008055011741816998,0.007853677496314049,0.008115394040942192,0.008351147174835205,0.008104690350592136,0.0077579813078045845,0.008175360970199108,0.008310295641422272,0.00804116390645504,0.007697137072682381,0.007536552380770445,0.007816917262971401,0.007850986905395985,0.007648051250725985,0.007582349702715874,0.007690916769206524,0.007832175120711327,0.007913516834378242,0.0076313079334795475,0.007646045181900263,0.00764058530330658,0.007694354746490717,0.007315268274396658,0.007606833707541227,0.007479666732251644,0.0075253089889883995,0.008067128248512745,0.007763965986669064,0.007834757678210735,0.007675461005419493,0.007710759527981281,0.007889147847890854,0.007587151136249304,0.007466387934982777,0.007487824652343988,0.007702638860791922,0.007749964948743582,0.007881158962845802,0.00768191646784544,0.007795202545821667,0.0078438026830554,0.0077951569110155106,0.007804118562489748,0.008027645759284496,0.00812187697738409,0.008072903379797935,0.008030721917748451,0.0080006904900074,0.007974477484822273
AF4,0.00858148094266653,0.008765256963670254,0.008630247786641121,0.008518962189555168,0.5222116112709045,0.007406920660287142,0.007455727551132441,0.008086735382676125,0.007979875430464745,0.008101573213934898,0.00818351749330759,0.008366450667381287,0.007971671409904957,0.007726774550974369,0.007646006997674704,0.007678216323256493,0.00778822461143136,0.007694987580180168,0.007617203053086996,0.007894796319305897,0.007926124148070812,0.007866550236940384,0.0074301231652498245,0.007317936047911644,0.007529451046139002,0.007573231589049101,0.0074590155854821205,0.007872402667999268,0.00799191277474165,0.007664013653993607,0.00763473566621542,0.0073566013015806675,0.007429486606270075,0.007458193693310022,0.00782685074955225,0.007454781327396631,0.008694247342646122,0.007689209189265966,0.007597021758556366,0.007587997708469629,0.007604645099490881,0.007623029872775078,0.007504344452172518,0.007713972125202417,0.007241890300065279,0.007548274472355843,0.00741143524646759,0.007410598918795586,0.0076582543551921844,0.007568559609353542,0.007594719063490629,0.007493598852306604,0.007606502156704664,0.007628488354384899,0.0076366509310901165,0.007591365370899439,0.007763148285448551,0.007862521335482597,0.007774183060973883,0.007900488562881947,0.007767226547002792,0.007755132392048836
F7,0.008231421932578087,0.00827731005847454,0.008298867382109165,0.008165501058101654,0.007406920660287142,0.5187993049621582,0.009273892268538475,0.00847085751593113,0.007918241433799267,0.0077477567829191685,0.007977105677127838,0.008034318685531616,0.008205153979361057,0.008287772536277771,0.008443258702754974,0.008174425922334194,0.008056621067225933,0.0076484899036586285,0.007555802818387747,0.007504650857299566,0.007644960191100836,0.007947160862386227,0.008337963372468948,0.008347474969923496,0.007972008548676968,0.007745286915451288,0.007235887926071882,0.0070869773626327515,0.0069536613300442696,0.007372496649622917,0.007626194041222334,0.00814312044531107,0.007983231917023659,0.007831229828298092,0.007322340272367001,0.007104230113327503,0.007163328118622303,0.007223011460155249,0.007297755219042301,0.007463834248483181,0.007793037220835686,0.007874160073697567,0.00764508219435811,0.0075311423279345036,0.00874173641204834,0.007613161113113165,0.007511851377785206,0.007417316082865,0.007481850683689117,0.007618854753673077,0.007755064405500889,0.007748675532639027,0.007838174700737,0.007817443460226059,0.007839403115212917,0.00858425721526146,0.007708199322223663,0.008075707592070103,0.007995940744876862,0.007853553630411625,0.007776117417961359,0.0078376280143857
F5,0.008234319277107716,0.008199193514883518,0.008241190575063229,0.008252106606960297,0.007455727551132441,0.009273892268538475,0.5142930150032043,0.008851826190948486,0.008152072317898273,0.00785442627966404,0.008077802136540413,0.008103369735181332,0.00833202339708805,0.00823850929737091,0.008763568475842476,0.008485792204737663,0.008369563147425652,0.007803945802152157,0.0076825618743896484,0.007620461285114288,0.007824882864952087,0.008143828250467777,0.008328904397785664,0.008449082262814045,0.008259695954620838,0.008138511329889297,0.007433359976857901,0.007288962136954069,0.007064673583954573,0.007487930357456207,0.007816363126039505,0.008263454772531986,0.008057764731347561,0.008071486838161945,0.007316673640161753,0.007228520233184099,0.007441296707838774,0.007328244391828775,0.0073912194930016994,0.007578686811029911,0.008061249740421772,0.008035595528781414,0.007791996467858553,0.007769858930259943,0.008479590527713299,0.007798459846526384,0.007651331834495068,0.00759001262485981,0.007698968518525362,0.007777031045407057,0.00788328517228365,0.007927848957479,0.00783474836498499,0.007818725891411304,0.007848324254155159,0.007847421802580357,0.007788350805640221,0.00795791670680046,0.00789067056030035,0.007833889685571194,0.00788082368671894,0.007933374494314194
F3,0.008568043820559978,0.0086109209805727,0.008553526364266872,0.008594198152422905,0.008086735382676125,0.00847085751593113,0.008851826190948486,0.5109216570854187,0.008487541228532791,0.008315873332321644,0.008421744219958782,0.008456357754766941,0.008372192271053791,0.008139108307659626,0.008062846958637238,0.008301638066768646,0.008512794971466064,0.008082068525254726,0.007902031764388084,0.008028369396924973,0.008186422288417816,0.008233102038502693,0.007877787575125694,0.007757667917758226,0.008164409548044205,0.008125261403620243,0.007799734361469746,0.007658683694899082,0.007532668299973011,0.007775304839015007,0.007862875238060951,0.007863253355026245,0.00786224752664566,0.007937110960483551,0.007732904050499201,0.007506605237722397,0.007899935357272625,0.007683940231800079,0.0076299915090203285,0.0077893659472465515,0.00786334928125143,0.007885045371949673,0.007805327884852886,0.00795726478099823,0.008036998100578785,0.00787930004298687,0.007670187391340733,0.007622691802680492,0.007749930955469608,0.007723432034254074,0.007838943973183632,0.007770399563014507,0.007831618189811707,0.007903740741312504,0.007888168096542358,0.007805126253515482,0.0079191317781806,0.008017314597964287,0.007951649837195873,0.007978887297213078,0.008002095855772495,0.007950224913656712
F1,0.008398863486945629,0.008512075990438461,0.008518064394593239,0.008906897157430649,0.007979875430464745,0.007918241433799267,0.008152072317898273,0.008487541228532791,0.5088681578636169,0.009095716290175915,0.008945389650762081,0.0086537329480052,0.008288275450468063,0.008059654384851456,0.00786570180207491,0.008151596412062645,0.008574683219194412,0.008514012210071087,0.008254814893007278,0.008430445566773415,0.008353210985660553,0.008077261969447136,0.007652191910892725,0.007579229772090912,0.007955335080623627,0.008077219128608704,0.008040630258619785,0.007857433520257473,0.007860558107495308,0.008034881204366684,0.00807100534439087,0.0075857448391616344,0.007714674808084965,0.0077730691991746426,0.007857657968997955,0.007635849062353373,0.007859403267502785,0.007835001684725285,0.007958929985761642,0.00816787127405405,0.007815745659172535,0.007871170528233051,0.007818239741027355,0.007978949695825577,0.007877345196902752,0.008042530156672001,0.007986943237483501,0.007945501245558262,0.0078555503860116,0.007870382629334927,0.007944857701659203,0.007745770271867514,0.007741424720734358,0.007920423522591591,0.007855474017560482,0.007726176176220179,0.008016601204872131,0.007999592460691929,0.008022477850317955,0.007898368872702122,0.00806049257516861,0.008010153658688068
FZ,0.008300057612359524,0.008376250974833965,0.008435066789388657,0.008638589642941952,0.008101573213934898,0.0077477567829191685,0.00785442627966404,0.008315873332321644,0.009095716290175915,0.5094046592712402,0.009023434482514858,0.008583578281104565,0.008061399683356285,0.007807059679180384,0.007551669608801603,0.00784051138907671,0.008171029388904572,0.008455325849354267,0.00854953471571207,0.008764537051320076,0.008287168107926846,0.007881439290940762,0.0073486510664224625,0.007270535919815302,0.007688967511057854,0.007849639281630516,0.008163453079760075,0.00809032004326582,0.008180192671716213,0.00818127766251564,0.00802676472812891,0.007296998053789139,0.007637424394488335,0.0076578580774366856,0.008110535331070423,0.007982615381479263,0.008158075623214245,0.00818740576505661,0.0082091074436903,0.008236784487962723,0.00780601566657424,0.00781265925616026,0.007829882204532623,0.008163276128470898,0.007807053625583649,0.008269831538200378,0.00824810191988945,0.008156392723321915,0.0079110786318779,0.007938578724861145,0.007996098138391972,0.00775778666138649,0.007714563049376011,0.007951159030199051,0.007854973897337914,0.007644664496183395,0.007897174917161465,0.008011343888938427,0.008010521531105042,0.007890217937529087,0.008058898150920868,0.008032660000026226
