name,FP1,FPZ,FP2,AF3,AF4,F7,F5,F3,F1,FZ,F2,F4,F6,F8,FT7,FC5,FC3,FC1,FCZ,FC2,FC4,FC6,FT8,T7,C5,C3,C1,CZ,C2,C4,C6,T8,TP7,CP5,CP3,CP1,CPZ,CP2,CP4,CP6,TP8,P7,P5,P3,P1,PZ,P2,P4,P6,P8,PO7,PO5,PO3,POZ,PO4,PO6,PO8,CB1,O1,OZ,O2,CB2
FP1,0.5190237760543823,0.009177486412227154,0.00943467766046524,0.008631977252662182,0.007994957268238068,0.007707246579229832,0.007664675824344158,0.008009972982108593,0.008324765600264072,0.008757004514336586,0.008436638861894608,0.008067299611866474,0.008012493140995502,0.007646829821169376,0.007716764695942402,0.007871453650295734,0.007724411319941282,0.008088878355920315,0.008177870884537697,0.007906592451035976,0.007504256907850504,0.007590397726744413,0.007770009338855743,0.006936931051313877,0.007316457107663155,0.007500632666051388,0.007817041128873825,0.00785011425614357,0.007869484834372997,0.007545379921793938,0.007070560473948717,0.007029717322438955,0.006953196134418249,0.007468409836292267,0.007830401882529259,0.00771974166855216,0.007892847992479801,0.008238010108470917,0.007622892968356609,0.007677746471017599,0.007205137051641941,0.0076113552786409855,0.007648513652384281,0.008066190406680107,0.007813205011188984,0.007889109663665295,0.008130517788231373,0.007986589334905148,0.007866883650422096,0.007463392335921526,0.00737155182287097,0.007691184990108013,0.00790905300527811,0.007541848812252283,0.00776159530505538,0.007896717637777328,0.007458055391907692,0.007960207760334015,0.008176831528544426,0.008038441650569439,0.008008850738406181,0.007592831738293171
FPZ,0.009177486412227154,0.5235096216201782,0.009027525782585144,0.008209910243749619,0.008212238550186157,0.007652789819985628,0.00762299494817853,0.007865834049880505,0.008517390117049217,0.00889459066092968,0.008595322258770466,0.008256283588707447,0.00789110828191042,0.0075688143260777,0.007630813866853714,0.007468583527952433,0.008053096942603588,0.008367196656763554,0.008188505657017231,0.008048529736697674,0.007488413713872433,0.007687943987548351,0.007546715904027224,0.00675702141597867,0.007158932741731405,0.007631708402186632,0.007875144481658936,0.007577258162200451,0.007999703288078308,0.00738061498850584,0.006900294683873653,0.007131141610443592,0.006673370487987995,0.00743585079908371,0.007450785022228956,0.007800396531820297,0.007613187190145254,0.007955723442137241,0.007490846328437328,0.0074681444093585014,0.0070474715903401375,0.007420083042234182,0.007201340515166521,0.007660265546292067,0.0077513838186860085,0.008216068148612976,0.008021753281354904,0.0075704981572926044,0.007543099578469992,0.00739123672246933,0.007178569678217173,0.007602458819746971,0.008035506121814251,0.007533574942499399,0.0075585367158055305,0.007415203843265772,0.007288898341357708,0.007377354893833399,0.008024703711271286,0.008005115203559399,0.007722570560872555,0.0076172249391674995
FP2,0.00943467766046524,0.009027525782585144,0.514602541923523,0.00832316279411316,0.008299374021589756,0.007478936109691858,0.007941300980746746,0.007965927943587303,0.008312727324664593,0.008689002133905888,0.0083839762955904,0.008457297459244728,0.008548562414944172,0.00790177658200264,0.008170688524842262,0.00801536999642849,0.007958133704960346,0.008417523466050625,0.008142714388668537,0.008386735804378986,0.007709723897278309,0.007853835821151733,0.007967504672706127,0.007132117636501789,0.007585022132843733,0.007780557032674551,0.007832995615899563,0.007679364178329706,0.007822983898222446,0.00779737951233983,0.007276937365531921,0.007234800606966019,0.0069347526878118515,0.007666787598282099,0.007662319112569094,0.00783327966928482,0.007748327683657408,0.00829939916729927,0.0076797897927463055,0.007835030555725098,0.007140668109059334,0.007723664864897728,0.007522016763687134,0.008026333525776863,0.00792555883526802,0.00815287884324789,0.008166421204805374,0.007906017825007439,0.008039255626499653,0.007701981347054243,0.007535270415246487,0.007906023412942886,0.008223777636885643,0.007610857952386141,0.007859548553824425,0.007830743677914143,0.007650210056453943,0.007561713457107544,0.008172569796442986,0.008131004869937897,0.008055225946009159,0.00780787318944931
AF3,0.008631977252662182,0.008209910243749619,0.00832316279411316,0.5125025510787964,0.007960792630910873,0.007733576465398073,0.008097630925476551,0.008402292616665363,0.008424241095781326,0.008648861199617386,0.008432338945567608,0.008506889455020428,0.008071992546319962,0.007756488397717476,0.007848153822124004,0.007964271120727062,0.007636493071913719,0.00835863035172224,0.008823956362903118,0.008272012695670128,0.007570098154246807,0.007916774600744247,0.007402518298476934,0.007002636324614286,0.007583247497677803,0.007677880115807056,0.007924146018922329,0.008522562682628632,0.008031860925257206,0.007836139760911465,0.007400114089250565,0.007122401613742113,0.007377206813544035,0.007639434188604355,0.008645094931125641,0.007889417931437492,0.00819722842425108,0.007976002059876919,0.007692222949117422,0.00780128687620163,0.007386340759694576,0.007907472550868988,0.00785644818097353,0.008588289842009544,0.008079009130597115,0.007813985459506512,0.008171251974999905,0.008235989138484001,0.007985460571944714,0.008059228770434856,0.007463454734534025,0.008229449391365051,0.007826544344425201,0.007846599444746971,0.008000358939170837,0.008256975561380386,0.007864254526793957,0.008312239311635494,0.007964455522596836,0.007813086733222008,0.008005020208656788,0.00783439353108406
AF4,0.007994957268238068,0.008212238550186157,0.008299374021589756,0.007960792630910873,0.5111948251724243,0.00803383532911539,0.007990452460944653,0.008243419229984283,0.008562469854950905,0.008385327644646168,0.008482071571052074,0.008451798930764198,0.007920151576399803,0.007824933156371117,0.007667731028050184,0.00777576956897974,0.008462640456855297,0.008494166657328606,0.007947484962642193,0.007964426651597023,0.007793596014380455,0.0078530078753829,0.007693558931350708,0.00729456776753068,0.007544775027781725,0.008533070795238018,0.007841626182198524,0.00809299387037754,0.007760867942124605,0.008145126514136791,0.007705383934080601,0.007487635128200054,0.0075864666141569614,0.007858706638216972,0.007801511324942112,0.00837788823992014,0.008302921429276466,0.008213534951210022,0.007730865851044655,0.007959931157529354,0.007351301144808531,0.007728060241788626,0.007873600348830223,0.008096085861325264,0.007544598076492548,0.008461865596473217,0.008193278685212135,0.008401126600801945,0.008173762820661068,0.007837815210223198,0.008091202937066555,0.007892417721450329,0.00844846572726965,0.007688393350690603,0.007917836308479309,0.008091649040579796,0.007866034284234047,0.007753980811685324,0.008362160064280033,0.008163945749402046,0.008386701345443726,0.008234952576458454
F7,0.007707246579229832,0.007652789819985628,0.007478936109691858,0.007733576465398073,0.00803383532911539,0.527769923210144,0.007993492297828197,0.00777282053604722,0.00772399315610528,0.007961179129779339,0.007557401433587074,0.007579277269542217,0.007324663456529379,0.007506894879043102,0.0075556449592113495,0.007897485047578812,0.007931518368422985,0.007581047713756561,0.007408461533486843,0.00722928624600172,0.007392434403300285,0.007565661799162626,0.0076600732281804085,0.007482938468456268,0.007662840187549591,0.00764010613784194,0.0072340406477451324,0.008326840586960316,0.007648578844964504,0.007616073824465275,0.007513874676078558,0.00791078433394432,0.007914546877145767,0.007517149206250906,0.007805085740983486,0.007581094279885292,0.007732713129371405,0.007419911213219166,0.0077066197991371155,0.0075713773258030415,0.0075057679787278175,0.007814046926796436,0.0078019388020038605,0.007629066240042448,0.007847120985388756,0.007468635216355324,0.007392188999801874,0.00775898015126586,0.007618579547852278,0.007590807508677244,0.007535829674452543,0.007330216933041811,0.007535240147262812,0.007510015740990639,0.007604256737977266,0.007751116994768381,0.007506415247917175,0.007748496253043413,0.007527061738073826,0.00751977926120162,0.007633405737578869,0.00787395890802145
F5,0.007664675824344158,0.00762299494817853,0.007941300980746746,0.008097630925476551,0.007990452460944653,0.007993492297828197,0.5164051651954651,0.008447270840406418,0.007971438579261303,0.007814116775989532,0.007632049266248941,0.008403371088206768,0.00838940218091011,0.008362367749214172,0.00852309912443161,0.008280633017420769,0.00792628712952137,0.008003178983926773,0.007952172309160233,0.008168753236532211,0.00800150167196989,0.008336810395121574,0.0078737149015069,0.007761209737509489,0.008182123303413391,0.008127023465931416,0.007804515305906534,0.00799472350627184,0.007658042479306459,0.008032498881220818,0.007745660375803709,0.0075469552539289,0.007462088949978352,0.00788907241076231,0.007957478985190392,0.007796739228069782,0.007662573363631964,0.007723487913608551,0.00753810815513134,0.007842366583645344,0.007453312631696463,0.00785157736390829,0.0077714500948786736,0.008066534996032715,0.007615966256707907,0.007703500799834728,0.007752304896712303,0.007712980266660452,0.007937083952128887,0.00822506658732891,0.007553106639534235,0.007938113994896412,0.007748063188046217,0.007603485137224197,0.007976687513291836,0.007914547808468342,0.00799105130136013,0.007509688846766949,0.00758527684956789,0.007669392507523298,0.007853738963603973,0.007983776740729809
F3,0.008009972982108593,0.007865834049880505,0.007965927943587303,0.008402292616665363,0.008243419229984283,0.00777282053604722,0.008447270840406418,0.5187108516693115,0.008571019396185875,0.008251817896962166,0.008081058040261269,0.008026083000004292,0.007681472226977348,0.0075825536623597145,0.007786124013364315,0.007893688045442104,0.008016242645680904,0.008585170842707157,0.008371947333216667,0.008258890360593796,0.00771990604698658,0.0075876968912780285,0.0075144595466554165,0.007339026778936386,0.007544234860688448,0.007767721079289913,0.00802419614046812,0.00809642393141985,0.00783231295645237,0.007887856103479862,0.007633562665432692,0.007283206097781658,0.0074802422896027565,0.007945763878524303,0.0076936581172049046,0.007880238816142082,0.00790812261402607,0.0077718584798276424,0.007681741379201412,0.008005470968782902,0.007380170281976461,0.0075848400592803955,0.0076302941888570786,0.007915183901786804,0.007808417081832886,0.007712890859693289,0.007883979938924313,0.007868231274187565,0.007869353517889977,0.007627665996551514,0.007525494787842035,0.007653588429093361,0.007858430035412312,0.007743538357317448,0.007790594827383757,0.007817251607775688,0.007582093123346567,0.007695807609707117,0.007819445803761482,0.007709037978202105,0.007693952415138483,0.007729549426585436
F1,0.008324765600264072,0.008517390117049217,0.008312727324664593,0.008424241095781326,0.008562469854950905,0.00772399315610528,0.007971438579261303,0.008571019396185875,0.5128194093704224,0.00870096031576395,0.009007183834910393,0.008433320559561253,0.0078058261424303055,0.007934331893920898,0.007681788876652718,0.0073547386564314365,0.008526419289410114,0.00910277757793665,0.008807262405753136,0.008213083259761333,0.007903159596025944,0.007871821522712708,0.007268176879733801,0.0070611583068966866,0.007120801601558924,0.008249174803495407,0.008347063325345516,0.008137675002217293,0.007992664352059364,0.008201747201383114,0.007348436862230301,0.006922814529389143,0.007428145967423916,0.007837404496967793,0.007471941411495209,0.008788366802036762,0.008265332318842411,0.008437699638307095,0.007524129934608936,0.007970549166202545,0.007042301818728447,0.007535981480032206,0.007223481312394142,0.008000994101166725,0.0075888559222221375,0.008384332060813904,0.008685738779604435,0.008162714540958405,0.007966311648488045,0.007806685287505388,0.007434397470206022,0.007780345622450113,0.008058697916567326,0.0076241386123001575,0.007750718388706446,0.00778879364952445,0.007710922509431839,0.007557332515716553,0.008301977068185806,0.007992341183125973,0.008034853264689445,0.007805063389241695
FZ,0.008757004514336586,0.00889459066092968,0.008689002133905888,0.008648861199617386,0.008385327644646168,0.007961179129779339,0.007814116775989532,0.008251817896962166,0.00870096031576395,0.5073508620262146,0.008727001957595348,0.008631600998342037,0.008039990440011024,0.007774730212986469,0.007912560366094112,0.007829026319086552,0.008319507353007793,0.008908317424356937,0.008642623201012611,0.008275098167359829,0.007685272954404354,0.008015863597393036,0.0077880984172225,0.00710908230394125,0.007593812420964241,0.007920369505882263,0.008075568825006485,0.008361831307411194,0.008454589173197746,0.007882012985646725,0.007277064025402069,0.0074769784696400166,0.007276633754372597,0.007779885083436966,0.008057555183768272,0.008215393871068954,0.008152223192155361,0.008349633775651455,0.007942797616124153,0.008048884570598602,0.0074463593773543835,0.007918331772089005,0.007641080301254988,0.008346959948539734,0.008108817972242832,0.008442603051662445,0.008489423431456089,0.008189876563847065,0.008189518935978413,0.008005419746041298,0.007605601567775011,0.008013458922505379,0.008333424106240273,0.00789275486022234,0.00808348972350359,0.008089402690529823,0.007797359488904476,0.007898994721472263,0.008466102182865143,0.008323844522237778,0.008249540813267231,0.008076383732259274
