name,FP1,FPZ,FP2,AF3,AF4,F7,F5,F3,F1,FZ,F2,F4,F6,F8,FT7,FC5,FC3,FC1,FCZ,FC2,FC4,FC6,FT8,T7,C5,C3,C1,CZ,C2,C4,C6,T8,TP7,CP5,CP3,CP1,CPZ,CP2,CP4,CP6,TP8,P7,P5,P3,P1,PZ,P2,P4,P6,P8,PO7,PO5,PO3,POZ,PO4,PO6,PO8,CB1,O1,OZ,O2,CB2
FP1,0.5187352895736694,0.008879246190190315,0.009569988586008549,0.008649916388094425,0.008077111095190048,0.007926328107714653,0.007899681106209755,0.008010556921362877,0.007725703530013561,0.00839365553110838,0.008071089163422585,0.00807899609208107,0.008485778234899044,0.007836875505745411,0.008026937022805214,0.008312960155308247,0.007923421449959278,0.007722951006144285,0.007817056961357594,0.0076411268673837185,0.007711571641266346,0.007858328521251678,0.00801958329975605,0.007503760978579521,0.00779108889400959,0.007711920887231827,0.00759976077824831,0.007716458290815353,0.007766618859022856,0.0074873873963952065,0.007269866298884153,0.0075339158065617085,0.007531729992479086,0.007523959036916494,0.00782010704278946,0.007542112376540899,0.007752835284918547,0.007890045642852783,0.007939460687339306,0.007578765042126179,0.007407069206237793,0.007275823503732681,0.007927821949124336,0.00783538818359375,0.007653019856661558,0.007705934811383486,0.007677268236875534,0.007662057410925627,0.007701534777879715,0.0076246620155870914,0.00791262648999691,0.007625788915902376,0.007615270558744669,0.007507233880460262,0.007738876156508923,0.007754551246762276,0.007786336820572615,0.007837068289518356,0.007815519347786903,0.007918166927993298,0.007938144728541374,0.007507068105041981
FPZ,0.008879246190190315,0.5221105217933655,0.009077591821551323,0.008095274679362774,0.008172489702701569,0.007804655935615301,0.007656021974980831,0.00781386811286211,0.008053033612668514,0.008714847266674042,0.008389747701585293,0.008179455995559692,0.008103239350020885,0.007453620433807373,0.007848144508898258,0.007811342366039753,0.008201515302062035,0.008115261793136597,0.007967399433255196,0.007713336031883955,0.00757137406617403,0.007738305255770683,0.007817336358129978,0.007192973047494888,0.007467740215361118,0.007674867287278175,0.007780702784657478,0.007514543831348419,0.007938926108181477,0.007354104891419411,0.006804029922932386,0.007513018324971199,0.007090333383530378,0.007537222467362881,0.007549135480076075,0.007742772810161114,0.0076303728856146336,0.007764143869280815,0.0077533177100121975,0.007423618342727423,0.007122913841158152,0.007441296242177486,0.00745270773768425,0.007558214943856001,0.007575602270662785,0.008080394007265568,0.007877773605287075,0.007444375194609165,0.00751027325168252,0.007581999991089106,0.007650807034224272,0.007539881393313408,0.007923142984509468,0.00786737073212862,0.00763523206114769,0.007519789971411228,0.007553400006145239,0.007558607496321201,0.0080267284065485,0.0080748051404953,0.007765291258692741,0.0075536766089499
FP2,0.009569988586008549,0.009077591821551323,0.5192722678184509,0.00820260401815176,0.008513693697750568,0.007659975439310074,0.00801826547831297,0.007828177884221077,0.0077907792292535305,0.008316440507769585,0.008060747757554054,0.00839847233146429,0.008711948059499264,0.007771843578666449,0.008259207010269165,0.008333549834787846,0.00793575868010521,0.007974570617079735,0.0077433837577700615,0.007862717844545841,0.007742004469037056,0.007800668478012085,0.00799593422561884,0.007339080795645714,0.007752918638288975,0.007886512205004692,0.007566121872514486,0.007573514711111784,0.0075699640437960625,0.007606797385960817,0.00706953089684248,0.007352354936301708,0.007080603390932083,0.007448170799762011,0.007666200865060091,0.007587895728647709,0.007611778099089861,0.007875984534621239,0.007805902510881424,0.007552486378699541,0.0069999489933252335,0.007298732176423073,0.007654071785509586,0.007724335417151451,0.007462287321686745,0.008003698661923409,0.007748475298285484,0.007712665479630232,0.007816459983587265,0.007658644113689661,0.007991085760295391,0.007580361794680357,0.007932609878480434,0.007687851786613464,0.007734357379376888,0.00781763531267643,0.007792049553245306,0.0074405367486178875,0.00786605104804039,0.007803743239492178,0.00796433910727501,0.007694032043218613
AF3,0.008649916388094425,0.008095274679362774,0.00820260401815176,0.5113980174064636,0.007831503637135029,0.007854475639760494,0.008121642284095287,0.00819606613367796,0.007995429448783398,0.00852144230157137,0.008256413042545319,0.00852855946868658,0.008255615830421448,0.007675103843212128,0.00828060507774353,0.00832799356430769,0.007842080667614937,0.008115970529615879,0.008470730856060982,0.007892794907093048,0.007878254167735577,0.008177041076123714,0.0076353405602276325,0.0075730374082922935,0.007925804704427719,0.007937394082546234,0.0077512189745903015,0.008344956673681736,0.007909338921308517,0.007913168519735336,0.007368439342826605,0.00750666344538331,0.007811002898961306,0.007742767222225666,0.008428692817687988,0.007806101348251104,0.00805585365742445,0.00789587665349245,0.007963261567056179,0.007703250739723444,0.007548248395323753,0.007738759275525808,0.008190248161554337,0.008457825519144535,0.007942583411931992,0.007642905227839947,0.007938227616250515,0.008038603700697422,0.007862293161451817,0.00840790756046772,0.007850119844079018,0.008279405534267426,0.007820495404303074,0.007850855588912964,0.007988316006958485,0.008119815029203892,0.008196123875677586,0.008360610343515873,0.007810929324477911,0.00789385661482811,0.008120940998196602,0.00784498080611229
AF4,0.008077111095190048,0.008172489702701569,0.008513693697750568,0.007831503637135029,0.5129477977752686,0.00815198291093111,0.008242703974246979,0.0077730449847877026,0.008114250376820564,0.008261080831289291,0.008181693963706493,0.00852102879434824,0.008076592348515987,0.007734004408121109,0.00797925516963005,0.008106767199933529,0.008277968503534794,0.008092770352959633,0.007699086796492338,0.007808695547282696,0.007841931656002998,0.007914627902209759,0.007802802138030529,0.007546482142060995,0.007967330515384674,0.008513682521879673,0.00757142249494791,0.008066995069384575,0.007532479707151651,0.008061048574745655,0.00761770224198699,0.0075635891407728195,0.007521645165979862,0.007667295169085264,0.008149949833750725,0.008040961809456348,0.008154421113431454,0.007922343909740448,0.007943903096020222,0.007761620916426182,0.007215492893010378,0.007465936243534088,0.00814837496727705,0.008065115660429,0.007503955624997616,0.008305811323225498,0.007907498627901077,0.008374569937586784,0.008129334077239037,0.008068877272307873,0.0084838243201375,0.00783573929220438,0.008261941373348236,0.007722882553935051,0.007889258675277233,0.008219234645366669,0.008033094927668571,0.007579063531011343,0.008015862666070461,0.007803617510944605,0.008334964513778687,0.008175351656973362
F7,0.007926328107714653,0.007804655935615301,0.007659975439310074,0.007854475639760494,0.00815198291093111,0.5263531804084778,0.008047716692090034,0.007445664145052433,0.007528293412178755,0.007877479307353497,0.007468752097338438,0.007763590198010206,0.007553999312222004,0.00746191805228591,0.007762600667774677,0.008251645602285862,0.008058776147663593,0.007465642876923084,0.007298911921679974,0.00730551965534687,0.007550910580903292,0.007768373005092144,0.007773206103593111,0.007544639520347118,0.007919932715594769,0.007892965339124203,0.007052930537611246,0.008231310173869133,0.007606615778058767,0.007662944495677948,0.007489312440156937,0.007903538644313812,0.007678711321204901,0.007478861603885889,0.008006256073713303,0.007504171691834927,0.007662173360586166,0.007385874167084694,0.0077560958452522755,0.007423980627208948,0.007331333123147488,0.007592775393277407,0.008038013242185116,0.007677223067730665,0.007435598410665989,0.007439544424414635,0.00727309612557292,0.007763981353491545,0.0076325032860040665,0.007714828476309776,0.007850552909076214,0.00744996452704072,0.007758090738207102,0.007599533535540104,0.007575930096209049,0.0077636511996388435,0.0076386583968997,0.007571295835077763,0.007459099870175123,0.007488069590181112,0.007758774794638157,0.007886569947004318
F5,0.007899681106209755,0.007656021974980831,0.00801826547831297,0.008121642284095287,0.008242703974246979,0.008047716692090034,0.5162537693977356,0.008259501308202744,0.007793322205543518,0.007767168805003166,0.007516311481595039,0.008495068177580833,0.00828508846461773,0.0083431676030159,0.00838796328753233,0.008350065909326077,0.007822156883776188,0.007807784713804722,0.007635412737727165,0.008226383477449417,0.008318916894495487,0.008283738978207111,0.0077865575440227985,0.008323506452143192,0.008213036693632603,0.00812146533280611,0.007545515429228544,0.00794526282697916,0.007612362038344145,0.00811679195612669,0.0077387019991874695,0.007857318967580795,0.007697366643697023,0.007757585030049086,0.007824518717825413,0.00768066942691803,0.007705247960984707,0.007705899886786938,0.0074646663852036,0.007700724061578512,0.007628168910741806,0.007771646603941917,0.007902218028903008,0.007920159958302975,0.007479526102542877,0.007721841335296631,0.007612535730004311,0.007876348681747913,0.007968571968376637,0.008139745332300663,0.007683657109737396,0.007779628969728947,0.007775372359901667,0.0077396538108587265,0.00799886230379343,0.007993572391569614,0.007977966219186783,0.007404168136417866,0.007399802096188068,0.007603264879435301,0.00800670962780714,0.008190613240003586
F3,0.008010556921362877,0.00781386811286211,0.007828177884221077,0.00819606613367796,0.0077730449847877026,0.007445664145052433,0.008259501308202744,0.5164610743522644,0.008336648344993591,0.00807225052267313,0.00809025950729847,0.008011364378035069,0.007926495745778084,0.00782330334186554,0.007983297109603882,0.00786134134978056,0.008027702569961548,0.008386408910155296,0.00827508233487606,0.008337550796568394,0.007998041808605194,0.007817566394805908,0.007639431394636631,0.007748909294605255,0.007725514471530914,0.007781604770570993,0.008010785095393658,0.007705131080001593,0.00806601531803608,0.00789127591997385,0.007821828126907349,0.007571089547127485,0.007783941458910704,0.008122610859572887,0.00753230694681406,0.007692062295973301,0.007761078421026468,0.007788750343024731,0.007775246165692806,0.0081014484167099,0.007754752412438393,0.0077722445130348206,0.0076606133952736855,0.007737931329756975,0.00790582224726677,0.007761046290397644,0.007904603146016598,0.007750684395432472,0.007875083014369011,0.007779550738632679,0.007695052772760391,0.00785738043487072,0.007869958877563477,0.007915474474430084,0.008030966855585575,0.007887520827353,0.007930588908493519,0.007919145748019218,0.007845555432140827,0.008006859570741653,0.007869364693760872,0.007844208739697933
F1,0.007725703530013561,0.008053033612668514,0.0077907792292535305,0.007995429448783398,0.008114250376820564,0.007528293412178755,0.007793322205543518,0.008336648344993591,0.5076910853385925,0.00846340786665678,0.008772087283432484,0.008262217976152897,0.007991515100002289,0.007829911075532436,0.007898679934442043,0.007499438710510731,0.008656533434987068,0.008983955718576908,0.008732312358915806,0.008042330853641033,0.008040143176913261,0.008127016015350819,0.0075875455513596535,0.007761653512716293,0.007678474299609661,0.008290466852486134,0.008241981267929077,0.00798393040895462,0.008085834793746471,0.008209719322621822,0.007554290816187859,0.007443055976182222,0.007986773736774921,0.008260765112936497,0.007696214132010937,0.008791565895080566,0.008177699521183968,0.008428974077105522,0.008086136542260647,0.00831688940525055,0.007515608333051205,0.007784323301166296,0.007830622605979443,0.008226142264902592,0.0077339899726212025,0.008388368412852287,0.00878918543457985,0.00818660855293274,0.008199925534427166,0.008362891152501106,0.008007770404219627,0.008237245492637157,0.007980767637491226,0.007875468581914902,0.008038912899792194,0.007955689914524555,0.008315603248775005,0.008127604611217976,0.008501640520989895,0.008336499333381653,0.008230142295360565,0.007784350775182247
FZ,0.00839365553110838,0.008714847266674042,0.008316440507769585,0.00852144230157137,0.008261080831289291,0.007877479307353497,0.007767168805003166,0.00807225052267313,0.00846340786665678,0.5067587494850159,0.00868590734899044,0.008510204963386059,0.008250565268099308,0.007588519714772701,0.008095338009297848,0.008047692477703094,0.00858512707054615,0.00883640255779028,0.008522219024598598,0.008049195632338524,0.007765712682157755,0.008129831403493881,0.007869191467761993,0.007480911444872618,0.007871443405747414,0.008016213774681091,0.00804694090038538,0.008206999860703945,0.008354756981134415,0.007787112146615982,0.007158761378377676,0.007710176985710859,0.007640532683581114,0.007939659990370274,0.00815823394805193,0.008166082203388214,0.008134089410305023,0.008268231526017189,0.008429836481809616,0.007988347671926022,0.007604842074215412,0.007779421750456095,0.007938690483570099,0.008221019990742207,0.007989753037691116,0.008240193128585815,0.008374476805329323,0.008018162101507187,0.008029806427657604,0.008229363709688187,0.008123681880533695,0.008099130354821682,0.008208643645048141,0.008004489354789257,0.00806901603937149,0.007988844998180866,0.008058561012148857,0.008197624236345291,0.008526989258825779,0.008431917987763882,0.008254009298980236,0.007943399250507355
F2,0.008071089163422585,0.008389747701585293,0.008060747757554054,0.008256413042545319,0.008181693963706493,0.007468752097338438,0.007516311481595039,0.00809025950729847,0.008772087283432484,0.00868590734899044,0.5112212896347046,0.007999633438885212,0.008196750655770302,0.007635325659066439,0.007578619755804539,0.00759640708565712,0.008298085071146488,0.008674578741192818,0.00907109584659338,0.008118635043501854,0.007738261017948389,0.007850345224142075,0.007441046182066202,0.007307254709303379,0.007505436427891254,0.007931480184197426,0.008459924720227718,0.0077214851044118404,0.008139136247336864,0.007806513458490372,0.007394405547529459,0.007189944852143526,0.007772370241582394,0.007969210855662823,0.00791998766362667,0.00856202095746994,0.008168641477823257,0.008441664278507233,0.008489693515002728,0.00796274933964014,0.007543640211224556,0.007496512960642576,0.007986457087099552,0.00818619318306446,0.007858194410800934,0.008384215645492077,0.00865380559116602,0.007865101099014282,0.007811912335455418,0.00794773455709219,0.008160745725035667,0.00828749593347311,0.007917485199868679,0.007815041579306126,0.0078505240380764,0.007674186956137419,0.00803983025252819,0.008412085473537445,0.008490750566124916,0.008324719034135342,0.00791466049849987,0.007499611936509609
F4,0.00807899609208107,0.008179455995559692,0.00839847233146429,0.00852855946868658,0.00852102879434824,0.007763590198010206,0.008495068177580833,0.008011364378035069,0.008262217976152897,0.008510204963386059,0.007999633438885212,0.5050590634346008,0.008768226020038128,0.008254176937043667,0.008635262958705425,0.008290172554552555,0.00820915773510933,0.008328652009367943,0.00817758310586214,0.008401654660701752,0.008455309085547924,0.008579071611166,0.007952960208058357,0.007864193059504032,0.00819432083517313,0.008653678931295872,0.00778454914689064,0.008205383084714413,0.008072159253060818,0.008387790992856026,0.007516696583479643,0.0077483938075602055,0.007647160906344652,0.007896778173744678,0.008221260271966457,0.008074086159467697,0.00801511388272047,0.008138848468661308,0.007834302261471748,0.007864984683692455,0.007516384124755859,0.007795184385031462,0.007989662699401379,0.008346769958734512,0.007706469856202602,0.008118456229567528,0.00808554794639349,0.008274569176137447,0.00816836953163147,0.008609816431999207,0.00803177710622549,0.008243585005402565,0.008273892104625702,0.008086957968771458,0.00823377538472414,0.008273226208984852,0.00831641536206007,0.007656187284737825,0.007878141477704048,0.008036443032324314,0.008524298667907715,0.008391902782022953
F6,0.008485778234899044,0.008103239350020885,0.008711948059499264,0.008255615830421448,0.008076592348515987,0.007553999312222004,0.00828508846461773,0.007926495745778084,0.007991515100002289,0.008250565268099308,0.008196750655770302,0.008768226020038128,0.509386420249939,0.00866364873945713,0.00837017223238945,0.008429021574556828,0.008100033737719059,0.008192338980734348,0.008071682415902615,0.008350479416549206,0.008096326142549515,0.008396200835704803,0.00830650981515646,0.007638837210834026,0.008280628360807896,0.008011234924197197,0.007977331057190895,0.007569057401269674,0.008029495365917683,0.007873757742345333,0.0076574706472456455,0.007722675334662199,0.007587600499391556,0.007710985839366913,0.008043822832405567,0.007863791659474373,0.007715695537626743,0.008246219716966152,0.008127706125378609,0.007972044870257378,0.007517211604863405,0.00762376980856061,0.007945538498461246,0.008224846795201302,0.007864449173212051,0.008168528787791729,0.008042089641094208,0.0079039316624403,0.008204123005270958,0.008019198663532734,0.008160822093486786,0.008202968165278435,0.007824026979506016,0.007669429294764996,0.008187511935830116,0.008088632486760616,0.008246257901191711,0.007754718419164419,0.007902033627033234,0.008078563958406448,0.008191172033548355,0.00781713705509901
F8,0.007836875505745411,0.007453620433807373,0.007771843578666449,0.007675103843212128,0.007734004408121109,0.00746191805228591,0.0083431676030159,0.00782330334186554,0.007829911075532436,0.007588519714772701,0.007635325659066439,0.008254176937043667,0.00866364873945713,0.5143753886222839,0.008121998980641365,0.007761160843074322,0.007681984920054674,0.0075952173210680485,0.007659276947379112,0.008039489388465881,0.008842365816235542,0.008880783803761005,0.008663417771458626,0.00860150158405304,0.008212368935346603,0.00801748875528574,0.00777273578569293,0.007456295657902956,0.008122263476252556,0.008281524293124676,0.008507642894983292,0.008449102751910686,0.00814100168645382,0.00774799520149827,0.007622248958796263,0.007811127696186304,0.007725630421191454,0.00806238129734993,0.00765601871535182,0.00801166333258152,0.00839365553110838,0.007767633534967899,0.00788839440792799,0.007861758582293987,0.007669701240956783,0.007795215118676424,0.0077589149586856365,0.00768992118537426,0.008012623526155949,0.008167777210474014,0.0077303084544837475,0.007861568592488766,0.0073396977968513966,0.007506792899221182,0.008205668069422245,0.00792229175567627,0.00813712552189827,0.0076409270986914635,0.007339249365031719,0.007958435453474522,0.008044579066336155,0.007918467745184898
