name,FP1,FPZ,FP2,AF3,AF4,F7,F5,F3,F1,FZ,F2,F4,F6,F8,FT7,FC5,FC3,FC1,FCZ,FC2,FC4,FC6,FT8,T7,C5,C3,C1,CZ,C2,C4,C6,T8,TP7,CP5,CP3,CP1,CPZ,CP2,CP4,CP6,TP8,P7,P5,P3,P1,PZ,P2,P4,P6,P8,PO7,PO5,PO3,POZ,PO4,PO6,PO8,CB1,O1,OZ,O2,CB2
FP1,0.02285545878112316,0.017185786738991737,0.018613474443554878,0.017477797344326973,0.016283975914120674,0.015128477476537228,0.015632204711437225,0.015803279355168343,0.01633879542350769,0.01777420938014984,0.01670452021062374,0.016864515841007233,0.016970230266451836,0.015623411163687706,0.0163438618183136,0.016396360471844673,0.016174620017409325,0.016397535800933838,0.01615886017680168,0.015676897019147873,0.015446062199771404,0.016067923977971077,0.01595374196767807,0.014348792843520641,0.015728823840618134,0.015710603445768356,0.015238597989082336,0.015466640703380108,0.01593310572206974,0.01563130132853985,0.014476604759693146,0.014341382309794426,0.014411773532629013,0.015631521120667458,0.01610858179628849,0.015601386316120625,0.015702780336141586,0.01638808660209179,0.016093524172902107,0.015895163640379906,0.014607751742005348,0.0151452561840415,0.016031865030527115,0.016736118122935295,0.015128196217119694,0.015957061201334,0.01639346405863762,0.016098178923130035,0.01639212667942047,0.01602691225707531,0.015854505822062492,0.016195273026823997,0.016054170206189156,0.015769392251968384,0.01637408323585987,0.016221625730395317,0.01621054857969284,0.016215626150369644,0.016630275174975395,0.0167315062135458,0.016823623329401016,0.015821676701307297
FPZ,0.01802670583128929,0.024050572887063026,0.01831095665693283,0.01663108542561531,0.016944175586104393,0.015079976059496403,0.01547552365809679,0.015600950457155704,0.017020471394062042,0.018393853679299355,0.017427224665880203,0.017393963411450386,0.016638007014989853,0.015277627855539322,0.01630638912320137,0.01569490134716034,0.016943475231528282,0.017178373411297798,0.016519473865628242,0.01617596670985222,0.015365200117230415,0.0161484032869339,0.01571674831211567,0.013965871185064316,0.015295371413230896,0.016039537265896797,0.015694428235292435,0.015204118564724922,0.016322439536452293,0.015457886271178722,0.013838727958500385,0.01444899570196867,0.013789152726531029,0.01565363071858883,0.015600250102579594,0.01610279455780983,0.015507574193179607,0.016153525561094284,0.01588534750044346,0.01564597152173519,0.01412181556224823,0.015247353352606297,0.015205422416329384,0.01618199236690998,0.01503140851855278,0.01691635139286518,0.0165457371622324,0.015645070001482964,0.01603788137435913,0.015966180711984634,0.0156344473361969,0.01614118553698063,0.016639353707432747,0.01629634015262127,0.016132447868585587,0.015712201595306396,0.015922706574201584,0.015337368473410606,0.01684458740055561,0.01692582480609417,0.016548866406083107,0.016040656715631485
FP2,0.018436569720506668,0.017306659370660782,0.022594956681132317,0.01664379984140396,0.017019173130393028,0.014518343843519688,0.016019733622670174,0.015586870722472668,0.01634969748556614,0.017552252858877182,0.016695713624358177,0.017544906586408615,0.017620572820305824,0.015703262761235237,0.016894418746232986,0.016470227390527725,0.016261989250779152,0.016918674111366272,0.016051199287176132,0.016415758058428764,0.015571284107863903,0.016098814085125923,0.015952132642269135,0.014239871874451637,0.015767192468047142,0.01610780507326126,0.015195837244391441,0.01508383173495531,0.015553663484752178,0.015875723212957382,0.01433008722960949,0.014183123596012592,0.013830449432134628,0.01564892567694187,0.015656379982829094,0.015683293342590332,0.015293188393115997,0.01636224240064621,0.01594531163573265,0.01592806540429592,0.013959238305687904,0.015202119015157223,0.01552520226687193,0.016447992995381355,0.014953278005123138,0.01648603193461895,0.016406938433647156,0.016015606001019478,0.016614824533462524,0.016116593033075333,0.01606648974120617,0.01631138101220131,0.016646595671772957,0.01597215235233307,0.016349008306860924,0.016150640323758125,0.016312601044774055,0.015334748663008213,0.0166937205940485,0.016600457951426506,0.016831031069159508,0.016091616824269295
AF3,0.016783269122242928,0.01525632943958044,0.01612093485891819,0.02185581624507904,0.015657557174563408,0.014908142387866974,0.015991050750017166,0.015963975340127945,0.01639687828719616,0.017355037853121758,0.016534119844436646,0.017406964674592018,0.016518088057637215,0.015367908403277397,0.016592541709542274,0.016344299539923668,0.01569673977792263,0.016808602958917618,0.017195291817188263,0.01588422991335392,0.015384586527943611,0.016367286443710327,0.014948618598282337,0.014274477027356625,0.015946488827466965,0.015813883394002914,0.015092108398675919,0.01637978106737137,0.01576196402311325,0.01606966182589531,0.014728957787156105,0.0141165591776371,0.014941450208425522,0.015817562118172646,0.017380278557538986,0.015747081488370895,0.016022320836782455,0.01580130122601986,0.01589607447385788,0.015752999112010002,0.014654458500444889,0.015600953251123428,0.016260169446468353,0.017587317153811455,0.015302521176636219,0.01541723683476448,0.01628868654370308,0.01644773595035076,0.01641005650162697,0.017105543985962868,0.015660975128412247,0.01710948720574379,0.015783604234457016,0.015883659943938255,0.016529368236660957,0.016660960391163826,0.016759317368268967,0.01680418662726879,0.016020702198147774,0.016072416678071022,0.01666632853448391,0.016093311831355095
AF4,0.015614356845617294,0.015510328114032745,0.016457904130220413,0.01565362699329853,0.022217176854610443,0.01505498681217432,0.01577615737915039,0.015256552025675774,0.016699785366654396,0.016970455646514893,0.01672746241092682,0.01746484450995922,0.016213342547416687,0.015413805842399597,0.01585487648844719,0.015875890851020813,0.016830777749419212,0.016835307702422142,0.015600618906319141,0.015765393152832985,0.015575269237160683,0.015917280688881874,0.015286469832062721,0.014349175617098808,0.01569334603846073,0.017371220514178276,0.015030642971396446,0.01568330079317093,0.015236432664096355,0.01654106006026268,0.015031902119517326,0.014323362149298191,0.014675097540020943,0.01573401875793934,0.016047470271587372,0.016421649605035782,0.01618378795683384,0.016275443136692047,0.015963703393936157,0.01602216064929962,0.014170024544000626,0.015081087127327919,0.016198409721255302,0.016689157113432884,0.014688198454678059,0.016880877315998077,0.016419366002082825,0.017201539129018784,0.016847427934408188,0.016368981450796127,0.016914846375584602,0.01620146445930004,0.01706191711127758,0.015572127886116505,0.016305938363075256,0.01666637696325779,0.016554147005081177,0.015477598644793034,0.016886215656995773,0.016393762081861496,0.017430370673537254,0.016833709552884102
F7,0.016035741195082664,0.01526433415710926,0.015536497347056866,0.016383426263928413,0.016676971688866615,0.024826981127262115,0.016444921493530273,0.015553557313978672,0.015875034034252167,0.01693205162882805,0.015761064365506172,0.016408128663897514,0.015623357146978378,0.015278516337275505,0.01616707071661949,0.016813790425658226,0.01677047833800316,0.0159565731883049,0.01540996041148901,0.015038753859698772,0.015412252396345139,0.016223372891545296,0.015810610726475716,0.01509933266788721,0.016214806586503983,0.01634681224822998,0.01453190017491579,0.01670527458190918,0.015745118260383606,0.016065552830696106,0.015203590504825115,0.015600359998643398,0.015511698089540005,0.01584674045443535,0.016613932326436043,0.01571076735854149,0.015829166397452354,0.015481289476156235,0.016236046329140663,0.015760906040668488,0.01494420226663351,0.01577972248196602,0.016712253913283348,0.016589460894465446,0.015488388948142529,0.015647361055016518,0.015728717669844627,0.01650865562260151,0.01626627892255783,0.016403455287218094,0.01622892916202545,0.015886668115854263,0.016236044466495514,0.015819605439901352,0.016303688287734985,0.016575587913393974,0.01635848358273506,0.016250453889369965,0.016040300950407982,0.016117151826620102,0.01666167378425598,0.01674633100628853
F5,0.015484859235584736,0.01463332585990429,0.016003191471099854,0.01643531396985054,0.016309788450598717,0.015327486209571362,0.02274193800985813,0.01650909334421158,0.016021085903048515,0.016123522073030472,0.015376133844256401,0.017548995092511177,0.017042744904756546,0.016617219895124435,0.017550915479660034,0.016901742666959763,0.016129299998283386,0.01646175980567932,0.015687253326177597,0.016431527212262154,0.016359886154532433,0.01696075312793255,0.01567293331027031,0.015877585858106613,0.01689225807785988,0.016627196222543716,0.015199501067399979,0.01563199795782566,0.01530075166374445,0.0165476705878973,0.01541734579950571,0.014960253611207008,0.014852404594421387,0.016241025179624557,0.016176745295524597,0.0156095614656806,0.015268425457179546,0.015626944601535797,0.015261480584740639,0.015892362222075462,0.014711529947817326,0.015638256445527077,0.015935499221086502,0.016684576869010925,0.015026138164103031,0.015737583860754967,0.015842491760849953,0.015998007729649544,0.016561098396778107,0.01697208732366562,0.015533698722720146,0.01641802303493023,0.01588241569697857,0.015909219160676003,0.016633382067084312,0.016332287341356277,0.01672915741801262,0.015247181057929993,0.01551126316189766,0.015823401510715485,0.01657337322831154,0.01658519357442856
F3,0.015929456800222397,0.014996289275586605,0.015866326168179512,0.01668108068406582,0.01606101356446743,0.014814776368439198,0.016835710033774376,0.023210233077406883,0.017026159912347794,0.016682907938957214,0.016371363773941994,0.01660040020942688,0.016113867983222008,0.015609008260071278,0.01640363410115242,0.016401147469878197,0.016549723222851753,0.01741807535290718,0.01650702767074108,0.0166073776781559,0.015958866104483604,0.01585106924176216,0.015286678448319435,0.014986548572778702,0.015979966148734093,0.016128862276673317,0.015737036243081093,0.01533966138958931,0.015747839584946632,0.016219094395637512,0.01566374860703945,0.014446154236793518,0.015155106782913208,0.016731280833482742,0.015602627769112587,0.015714654698967934,0.015845056623220444,0.015612511895596981,0.01590871438384056,0.01669815555214882,0.014855893328785896,0.015496875159442425,0.015907036140561104,0.01628103293478489,0.015505637973546982,0.015741903334856033,0.016058729961514473,0.016153449192643166,0.016476666554808617,0.016011476516723633,0.01579948142170906,0.01620214618742466,0.016121968626976013,0.01624158024787903,0.016574038192629814,0.016127128154039383,0.016365716233849525,0.015921764075756073,0.016122126951813698,0.01624227687716484,0.016335176303982735,0.016159100458025932
F1,0.015601890161633492,0.01548429112881422,0.015776388347148895,0.01630774699151516,0.016637364402413368,0.014261866919696331,0.015461153350770473,0.01614581234753132,0.02168050780892372,0.01730157993733883,0.01761522889137268,0.01708945631980896,0.016035426408052444,0.015650374814867973,0.01584925875067711,0.014899294823408127,0.017253108322620392,0.018290629610419273,0.017306409776210785,0.01617475599050522,0.015812525525689125,0.016219429671764374,0.014788114465773106,0.014395750127732754,0.01511366106569767,0.01678328588604927,0.016009211540222168,0.015498793683946133,0.0157657228410244,0.016602326184511185,0.014788377098739147,0.013738114386796951,0.014938507229089737,0.016274284571409225,0.015283968299627304,0.017395921051502228,0.01618662104010582,0.016788318753242493,0.015716567635536194,0.016492322087287903,0.014055807143449783,0.015209915116429329,0.015175105072557926,0.01664135418832302,0.014647580683231354,0.01684054732322693,0.01769070327281952,0.016522014513611794,0.01668355241417885,0.01653454266488552,0.015658490359783173,0.01652984321117401,0.01616956852376461,0.015587071888148785,0.016276638954877853,0.016060156747698784,0.01664038561284542,0.01553744450211525,0.016867296770215034,0.01657351851463318,0.016833998262882233,0.015849752351641655
FZ,0.016509784385561943,0.016270490363240242,0.016470884904265404,0.01675262115895748,0.016427086666226387,0.014840818010270596,0.015132235363125801,0.015408724546432495,0.016824988648295403,0.021076789125800133,0.01699116639792919,0.017333505675196648,0.016318388283252716,0.01507660560309887,0.016036827117204666,0.015709035098552704,0.016896182671189308,0.01768447272479534,0.016795944422483444,0.016015533357858658,0.015156392008066177,0.01625654473900795,0.01542947068810463,0.014009120874106884,0.015617749653756618,0.0159926600754261,0.015382187440991402,0.01578577049076557,0.01652105525135994,0.015695149078965187,0.014148470014333725,0.014388326555490494,0.014332561753690243,0.015755094587802887,0.016199203208088875,0.01614239439368248,0.01595158502459526,0.016435924917459488,0.016400059685111046,0.016100378707051277,0.014547179453074932,0.015444229356944561,0.01564905047416687,0.016967950388789177,0.015136881731450558,0.01657870225608349,0.01684562861919403,0.016225486993789673,0.01660982333123684,0.016541656106710434,0.015895072370767593,0.01648769900202751,0.016519669443368912,0.015950480476021767,0.016576699912548065,0.016284985467791557,0.016343669965863228,0.01589062809944153,0.017049012705683708,0.016952255740761757,0.016991999000310898,0.01623843051493168
