variant,sample_index,split,subject,class,pc1,pc2
standard_norm,0,source,14,2,-27.266071319580078,7.537929058074951
standard_norm,1,source,14,2,-27.2542724609375,7.5414958000183105
standard_norm,2,source,14,2,-27.240779876708984,7.545881748199463
standard_norm,3,source,14,2,-27.226293563842773,7.55159330368042
standard_norm,4,source,14,2,-27.21217918395996,7.558700084686279
standard_norm,5,source,14,2,-27.19423484802246,7.566051006317139
standard_norm,6,source,14,2,-27.182920455932617,7.569525241851807
standard_norm,7,source,14,2,-27.174571990966797,7.56930685043335
standard_norm,8,source,14,2,-27.17215919494629,7.565730094909668
standard_norm,9,source,14,2,-27.17662239074707,7.561863422393799
standard_norm,10,source,14,2,-27.19000244140625,7.554802894592285
standard_norm,11,source,14,2,-27.207996368408203,7.546205997467041
standard_norm,12,source,14,2,-27.21837043762207,7.541794300079346
standard_norm,13,source,14,2,-27.236228942871094,7.533323287963867
standard_norm,14,source,14,2,-27.257972717285156,7.520327568054199
standard_norm,15,source,14,2,-27.277626037597656,7.5092010498046875
standard_norm,16,source,14,2,-27.290136337280273,7.504139423370361
standard_norm,17,source,14,2,-27.30609130859375,7.50200080871582
standard_norm,18,source,14,2,-27.31795310974121,7.505475997924805
standard_norm,19,source,14,2,-27.322952270507812,7.517543792724609
standard_norm,20,source,14,2,-27.325159072875977,7.531207084655762
standard_norm,21,source,14,2,-27.329954147338867,7.543595314025879
standard_norm,22,source,14,2,-27.337743759155273,7.553908824920654
standard_norm,23,source,14,2,-27.348596572875977,7.562786102294922
standard_norm,24,source,14,2,-27.3624210357666,7.568935394287109
standard_norm,25,source,14,2,-27.37869644165039,7.573648452758789
standard_norm,26,source,14,2,-27.39223861694336,7.581225872039795
standard_norm,27,source,14,2,-27.409751892089844,7.586343288421631
standard_norm,28,source,14,2,-27.427635192871094,7.589098930358887
standard_norm,29,source,14,2,-27.44491958618164,7.590267658233643
standard_norm,30,source,14,2,-27.45762825012207,7.593646049499512
standard_norm,31,source,14,2,-27.47140884399414,7.599750995635986
standard_norm,32,source,14,2,-27.481807708740234,7.606985092163086
standard_norm,33,source,14,2,-27.490867614746094,7.615602970123291
standard_norm,34,source,14,2,-27.492382049560547,7.62832498550415
standard_norm,35,source,14,2,-27.495254516601562,7.640847682952881
standard_norm,36,source,14,2,-27.494953155517578,7.655493259429932
standard_norm,37,source,14,2,-27.497495651245117,7.6697869300842285
standard_norm,38,source,14,2,-27.502593994140625,7.681831359863281
standard_norm,39,source,14,2,-27.51363754272461,7.690126895904541
standard_norm,40,source,14,2,-27.517845153808594,7.701976299285889
standard_norm,41,source,14,2,-27.51580810546875,7.718087673187256
standard_norm,42,source,14,2,-27.5137996673584,7.732229709625244
standard_norm,43,source,14,2,-27.51318359375,7.745880603790283
standard_norm,44,source,14,2,-27.50647735595703,7.766125679016113
standard_norm,45,source,14,2,-27.497459411621094,7.7898664474487305
standard_norm,46,source,14,2,-27.488996505737305,7.814892768859863
standard_norm,47,source,14,2,-27.475284576416016,7.8416361808776855
standard_norm,48,source,14,2,-27.461233139038086,7.8676371574401855
standard_norm,49,source,14,2,-27.44658660888672,7.892077922821045
standard_norm,50,source,14,2,-27.42900848388672,7.915444374084473
standard_norm,51,source,14,2,-27.415475845336914,7.930717468261719
standard_norm,52,source,14,2,-27.40509033203125,7.945180892944336
standard_norm,53,source,14,2,-27.387474060058594,7.96311616897583
standard_norm,54,source,14,2,-27.369403839111328,7.979062080383301
standard_norm,55,source,14,2,-27.357454299926758,7.988659381866455
standard_norm,56,source,14,2,-27.354206085205078,7.990469455718994
standard_norm,57,source,14,2,-27.35165023803711,7.989006042480469
standard_norm,58,source,14,2,-27.346206665039062,7.987587928771973
standard_norm,59,source,14,2,-27.331890106201172,7.9915947914123535
standard_norm,60,source,14,2,-27.308273315429688,8.000168800354004
standard_norm,61,source,14,2,-27.277055740356445,8.011617660522461
standard_norm,62,source,14,2,-27.251667022705078,8.01978588104248
standard_norm,63,source,14,2,-27.224700927734375,8.027177810668945
standard_norm,64,source,14,2,-27.207603454589844,8.027582168579102
standard_norm,65,source,14,2,-27.199785232543945,8.02400016784668
standard_norm,66,source,14,2,-27.19310760498047,8.017312049865723
standard_norm,67,source,14,2,-27.18003273010254,8.011282920837402
standard_norm,68,source,14,2,-27.172773361206055,8.005609512329102
standard_norm,69,source,14,2,-27.168087005615234,7.999483585357666
standard_norm,70,source,14,2,-27.158096313476562,7.9947333335876465
standard_norm,71,source,14,2,-27.13900375366211,7.998826026916504
standard_norm,72,source,14,2,-27.120424270629883,8.003673553466797
standard_norm,73,source,14,2,-27.09510040283203,8.014275550842285
standard_norm,74,source,14,2,-27.07661247253418,8.021409034729004
standard_norm,75,source,14,2,-27.057865142822266,8.028100967407227
standard_norm,76,source,14,2,-27.052661895751953,8.031681060791016
standard_norm,77,source,14,2,-27.074838638305664,8.018208503723145
standard_norm,78,source,14,2,-27.111757278442383,7.993645668029785
standard_norm,79,source,14,2,-27.162595748901367,7.961141586303711
standard_norm,80,source,14,2,-27.22595977783203,7.9227752685546875
standard_norm,81,source,14,2,-27.28949737548828,7.88864803314209
standard_norm,82,source,14,2,-27.34319305419922,7.858680248260498
standard_norm,83,source,14,2,-27.38846206665039,7.83240270614624
standard_norm,84,source,14,2,-27.42808723449707,7.80905294418335
standard_norm,85,source,14,2,-27.470163345336914,7.785504341125488
standard_norm,86,source,14,2,-27.509796142578125,7.764199256896973
standard_norm,87,source,14,2,-27.55238151550293,7.744304656982422
standard_norm,88,source,14,2,-27.596187591552734,7.724398136138916
standard_norm,89,source,14,2,-27.641414642333984,7.7051310539245605
standard_norm,90,source,14,2,-27.685461044311523,7.683899402618408
standard_norm,91,source,14,2,-27.7294921875,7.66141939163208
standard_norm,92,source,14,2,-27.78121566772461,7.636814594268799
standard_norm,93,source,14,2,-27.844091415405273,7.60667610168457
standard_norm,94,source,14,2,-27.91080093383789,7.572001934051514
standard_norm,95,source,14,2,-27.974029541015625,7.536649703979492
standard_norm,96,source,14,2,-28.041912078857422,7.498383522033691
standard_norm,97,source,14,2,-28.113340377807617,7.457136154174805
standard_norm,98,source,14,2,-28.169498443603516,7.42269229888916
standard_norm,99,source,14,2,-28.220321655273438,7.392603397369385
standard_norm,100,source,14,2,-28.269601821899414,7.363759994506836
standard_norm,101,source,14,2,-28.313865661621094,7.334522247314453
standard_norm,102,source,14,2,-28.357006072998047,7.307377815246582
standard_norm,103,source,14,2,-28.394489288330078,7.284422874450684
standard_norm,104,source,14,2,-28.439403533935547,7.25615930557251
standard_norm,105,source,14,2,-28.47774887084961,7.229779243469238
standard_norm,106,source,14,2,-28.511014938354492,7.203912258148193
standard_norm,107,source,14,2,-28.537973403930664,7.180995941162109
standard_norm,108,source,14,2,-28.562164306640625,7.158812522888184
standard_norm,109,source,14,2,-28.587902069091797,7.1372151374816895
standard_norm,110,source,14,2,-28.616193771362305,7.115174293518066
standard_norm,111,source,14,2,-28.639638900756836,7.097369194030762
standard_norm,112,source,14,2,-28.66069793701172,7.081291675567627
standard_norm,113,source,14,2,-28.68192481994629,7.062645435333252
standard_norm,114,source,14,2,-28.702823638916016,7.042617321014404
standard_norm,115,source,14,2,-28.728870391845703,7.019817352294922
standard_norm,116,source,14,2,-28.7602596282959,6.996921062469482
standard_norm,117,source,14,2,-28.790637969970703,6.973586559295654
standard_norm,118,source,14,2,-28.824588775634766,6.945585250854492
standard_norm,119,source,14,2,-28.86273765563965,6.9145331382751465
standard_norm,120,source,14,2,-28.900182723999023,6.8805975914001465
standard_norm,121,source,14,2,-28.93660545349121,6.848818778991699
standard_norm,122,source,14,2,-28.9693603515625,6.8170671463012695
standard_norm,123,source,14,2,-28.998815536499023,6.787768363952637
standard_norm,124,source,14,2,-29.028499603271484,6.761512756347656
standard_norm,125,source,14,2,-29.055158615112305,6.736295223236084
standard_norm,126,source,14,2,-29.080440521240234,6.713206768035889
standard_norm,127,source,14,2,-29.11510467529297,6.6868133544921875
standard_norm,128,source,14,2,-29.1517391204834,6.663424491882324
standard_norm,129,source,14,2,-29.19451141357422,6.638514995574951
standard_norm,130,source,14,2,-29.23485565185547,6.614896774291992
standard_norm,131,source,14,2,-29.276203155517578,6.590109825134277
standard_norm,132,source,14,2,-29.321449279785156,6.561733245849609
standard_norm,133,source,14,2,-29.366670608520508,6.532548904418945
standard_norm,134,source,14,2,-29.418128967285156,6.501842975616455
standard_norm,135,source,14,2,-29.46913719177246,6.470865249633789
standard_norm,136,source,14,2,-29.512924194335938,6.442023754119873
standard_norm,137,source,14,2,-29.555763244628906,6.412319660186768
standard_norm,138,source,14,2,-29.60125732421875,6.37891960144043
standard_norm,139,source,14,2,-29.646724700927734,6.343308448791504
standard_norm,140,source,14,2,-29.702058792114258,6.3020524978637695
standard_norm,141,source,14,2,-29.759153366088867,6.260959625244141
standard_norm,142,source,14,2,-29.807598114013672,6.2245774269104
standard_norm,143,source,14,2,-29.852937698364258,6.189372539520264
standard_norm,144,source,14,2,-29.900510787963867,6.153218746185303
standard_norm,145,source,14,2,-29.946638107299805,6.119903564453125
standard_norm,146,source,14,2,-29.992883682250977,6.084111213684082
standard_norm,147,source,14,2,-30.041440963745117,6.046422004699707
standard_norm,148,source,14,2,-30.086732864379883,6.008945941925049
standard_norm,149,source,14,2,-30.136838912963867,5.968573570251465
standard_norm,150,source,14,2,-30.18860626220703,5.927401542663574
standard_norm,151,source,14,2,-30.238433837890625,5.887698650360107
standard_norm,152,source,14,2,-30.279712677001953,5.853694915771484
standard_norm,153,source,14,2,-30.3206729888916,5.820860385894775
standard_norm,154,source,14,2,-30.359140396118164,5.789766788482666
standard_norm,155,source,14,2,-30.39522361755371,5.761979579925537
standard_norm,156,source,14,2,-30.4280948638916,5.736347675323486
standard_norm,157,source,14,2,-30.459978103637695,5.711062908172607
standard_norm,158,source,14,2,-30.48674201965332,5.686453819274902
standard_norm,159,source,14,2,-30.51373291015625,5.660490989685059
standard_norm,160,source,14,2,-30.544313430786133,5.632207870483398
standard_norm,161,source,14,2,-30.567237854003906,5.606876850128174
standard_norm,162,source,14,2,-30.59855842590332,5.5779900550842285
standard_norm,163,source,14,2,-30.63562774658203,5.5442891120910645
standard_norm,164,source,14,2,-30.67291259765625,5.5092973709106445
standard_norm,165,source,14,2,-30.701568603515625,5.476595401763916
standard_norm,166,source,14,2,-30.724456787109375,5.447478294372559
standard_norm,167,source,14,2,-30.749393463134766,5.4146552085876465
standard_norm,168,source,14,2,-30.771860122680664,5.384328842163086
standard_norm,169,source,14,2,-30.80033302307129,5.353199005126953
standard_norm,170,source,14,2,-30.8245792388916,5.32601261138916
standard_norm,171,source,14,2,-30.857646942138672,5.294278621673584
standard_norm,172,source,14,2,-30.897090911865234,5.259004592895508
standard_norm,173,source,14,2,-30.933561325073242,5.2274956703186035
standard_norm,174,source,14,2,-30.96272850036621,5.198754787445068
standard_norm,175,source,14,2,-30.989192962646484,5.172119617462158
standard_norm,176,source,14,2,-31.018699645996094,5.1432719230651855
standard_norm,177,source,14,2,-31.05144500732422,5.113443851470947
standard_norm,178,source,14,2,-31.085098266601562,5.085840702056885
standard_norm,179,source,14,2,-31.115524291992188,5.0604095458984375
standard_norm,180,source,14,2,-31.13994598388672,5.036571025848389
standard_norm,181,source,14,2,-31.173418045043945,5.008355140686035
standard_norm,182,source,14,2,-31.204530715942383,4.982952117919922
standard_norm,183,source,14,2,-31.241992950439453,4.956270217895508
standard_norm,184,source,14,2,-31.278947830200195,4.928260803222656
standard_norm,185,source,14,2,-31.31174087524414,4.902588844299316
standard_norm,186,source,14,2,-31.348388671875,4.874917984008789
standard_norm,187,source,14,2,-31.37404441833496,4.852827072143555
standard_norm,188,source,14,2,-31.401630401611328,4.829121112823486
standard_norm,189,source,14,2,-31.43732452392578,4.7994184494018555
standard_norm,190,source,14,2,-31.47307586669922,4.771420955657959
standard_norm,191,source,14,2,-31.504108428955078,4.745222091674805
standard_norm,192,source,14,2,-31.52743148803711,4.721864223480225
standard_norm,193,source,14,2,-31.546470642089844,4.700242519378662
standard_norm,194,source,14,2,-31.561248779296875,4.678743362426758
standard_norm,195,source,14,2,-31.57491683959961,4.658253192901611
standard_norm,196,source,14,2,-31.5885009765625,4.636451244354248
standard_norm,197,source,14,2,-31.600994110107422,4.615647315979004
standard_norm,198,source,14,2,-31.611305236816406,4.596479892730713
standard_norm,199,source,14,2,-31.615341186523438,4.581851482391357
standard_norm,200,source,14,2,-31.62354278564453,4.564891338348389
standard_norm,201,source,14,2,-31.637523651123047,4.544607639312744
standard_norm,202,source,14,2,-31.666324615478516,4.513845920562744
standard_norm,203,source,14,2,-31.688648223876953,4.487246513366699
standard_norm,204,source,14,2,-31.704471588134766,4.463740825653076
standard_norm,205,source,14,2,-31.716903686523438,4.4435882568359375
standard_norm,206,source,14,2,-31.719364166259766,4.429040431976318
standard_norm,207,source,14,2,-31.719524383544922,4.414900779724121
standard_norm,208,source,14,2,-31.712718963623047,4.404539585113525
standard_norm,209,source,14,2,-31.707942962646484,4.390655517578125
standard_norm,210,source,14,2,-31.702693939208984,4.3769402503967285
standard_norm,211,source,14,2,-31.69454574584961,4.362894058227539
standard_norm,212,source,14,2,-31.681884765625,4.353536605834961
standard_norm,213,source,14,2,-31.676071166992188,4.342512130737305
standard_norm,214,source,14,2,-31.671424865722656,4.330048084259033
standard_norm,215,source,14,2,-31.67486572265625,4.312804222106934
standard_norm,216,source,14,2,-31.689437866210938,4.294264793395996
standard_norm,217,source,14,2,-31.701068878173828,4.276706695556641
standard_norm,218,source,14,2,-31.72015380859375,4.256814956665039
standard_norm,219,source,14,2,-31.737579345703125,4.240569114685059
standard_norm,220,source,14,2,-31.76968765258789,4.220668792724609
standard_norm,221,source,14,2,-31.804821014404297,4.200279712677002
standard_norm,222,source,14,2,-31.84103012084961,4.180601119995117
standard_norm,223,source,14,2,-31.87844467163086,4.160075664520264
standard_norm,224,source,14,2,-31.911949157714844,4.140572547912598
standard_norm,225,source,14,2,-31.948566436767578,4.118936061859131
standard_norm,226,source,14,2,-31.986675262451172,4.098019123077393
standard_norm,227,source,14,2,-32.02865219116211,4.076711654663086
standard_norm,228,source,14,2,-32.06840896606445,4.057496547698975
standard_norm,229,source,14,2,-32.10456466674805,4.042781829833984
standard_norm,230,source,14,2,-32.130863189697266,4.0319695472717285
standard_norm,231,source,14,2,-32.15156936645508,4.023832321166992
standard_norm,232,source,14,2,-32.16193771362305,4.020054817199707
standard_norm,233,source,14,2,-32.16705322265625,4.0179667472839355
standard_norm,234,source,14,2,-32.1684455871582,4.015742301940918
standard_norm,235,source,14,1,-33.10310363769531,4.136231422424316
standard_norm,236,source,14,1,-33.09782409667969,4.132903575897217
standard_norm,237,source,14,1,-33.08993911743164,4.132169246673584
standard_norm,238,source,14,1,-33.086181640625,4.131389617919922
standard_norm,239,source,14,1,-33.08158493041992,4.131356239318848
standard_norm,240,source,14,1,-33.07450866699219,4.132532596588135
standard_norm,241,source,14,1,-33.063961029052734,4.1372904777526855
standard_norm,242,source,14,1,-33.05057144165039,4.143671035766602
standard_norm,243,source,14,1,-33.03298568725586,4.1520185470581055
standard_norm,244,source,14,1,-33.0211067199707,4.160161972045898
standard_norm,245,source,14,1,-33.00885772705078,4.168385028839111
standard_norm,246,source,14,1,-32.992916107177734,4.178147792816162
standard_norm,247,source,14,1,-32.97639465332031,4.187739372253418
standard_norm,248,source,14,1,-32.960350036621094,4.19765567779541
standard_norm,249,source,14,1,-32.94194412231445,4.209650993347168
standard_norm,250,source,14,1,-32.9207763671875,4.22403621673584
standard_norm,251,source,14,1,-32.902244567871094,4.237668514251709
standard_norm,252,source,14,1,-32.88246154785156,4.253243923187256
standard_norm,253,source,14,1,-32.8590202331543,4.270082950592041
standard_norm,254,source,14,1,-32.830440521240234,4.287774085998535
standard_norm,255,source,14,1,-32.79862594604492,4.304950714111328
standard_norm,256,source,14,1,-32.76401138305664,4.323214530944824
standard_norm,257,source,14,1,-32.727394104003906,4.3417205810546875
standard_norm,258,source,14,1,-32.68961715698242,4.364148139953613
