dataset,dataset_label,stage,point_index,test_sample_index,tsne_x,tsne_y,class_id,class_name,prediction,correct,test_subject_1_based
seed,SEED,raw,0,11,3.6093332767486572,-7.0515618324279785,2,Positive,2,1,15
seed,SEED,raw,1,18,3.599217176437378,-7.037408828735352,2,Positive,2,1,15
seed,SEED,raw,2,22,3.6018776893615723,-7.010541915893555,2,Positive,2,1,15
seed,SEED,raw,3,146,4.824280738830566,-6.687214374542236,2,Positive,2,1,15
seed,SEED,raw,4,148,4.829702377319336,-6.693501949310303,2,Positive,2,1,15
seed,SEED,raw,5,161,4.8446364402771,-6.775763034820557,2,Positive,2,1,15
seed,SEED,raw,6,217,4.480391979217529,-8.363245964050293,2,Positive,2,1,15
seed,SEED,raw,7,234,4.466599464416504,-8.400120735168457,2,Positive,2,1,15
seed,SEED,raw,8,243,9.770102500915527,5.094046115875244,1,Neutral,1,1,15
seed,SEED,raw,9,248,10.004975318908691,5.068583011627197,1,Neutral,1,1,15
seed,SEED,raw,10,251,10.121849060058594,5.012539386749268,1,Neutral,1,1,15
seed,SEED,raw,11,260,9.742233276367188,4.763223171234131,1,Neutral,1,1,15
seed,SEED,raw,12,281,9.838116645812988,4.064047813415527,1,Neutral,1,1,15
seed,SEED,raw,13,287,10.433470726013184,3.9291815757751465,1,Neutral,1,1,15
seed,SEED,raw,14,289,10.41541862487793,3.821038246154785,1,Neutral,1,1,15
seed,SEED,raw,15,292,10.253183364868164,3.741180896759033,1,Neutral,1,1,15
seed,SEED,raw,16,294,9.886940002441406,3.7893412113189697,1,Neutral,1,1,15
seed,SEED,raw,17,350,10.115466117858887,2.827866792678833,1,Neutral,1,1,15
seed,SEED,raw,18,372,9.772088050842285,2.7556495666503906,1,Neutral,1,1,15
seed,SEED,raw,19,415,8.923675537109375,2.9037272930145264,1,Neutral,1,1,15
seed,SEED,raw,20,426,8.820262908935547,2.795423746109009,1,Neutral,1,1,15
seed,SEED,raw,21,451,8.598447799682617,2.527756929397583,1,Neutral,1,1,15
seed,SEED,raw,22,473,7.097687244415283,-1.1799657344818115,0,Negative,0,1,15
seed,SEED,raw,23,541,7.016846656799316,-1.8966132402420044,0,Negative,0,1,15
seed,SEED,raw,24,552,6.783575057983398,-2.1060731410980225,0,Negative,0,1,15
seed,SEED,raw,25,553,6.764825820922852,-2.095177412033081,0,Negative,0,1,15
seed,SEED,raw,26,567,6.615789890289307,-1.6079257726669312,0,Negative,0,1,15
seed,SEED,raw,27,583,6.3657331466674805,-1.4442837238311768,0,Negative,0,1,15
seed,SEED,raw,28,611,5.998759746551514,-1.519601821899414,0,Negative,0,1,15
seed,SEED,raw,29,621,5.883132457733154,-1.727856159210205,0,Negative,0,1,15
seed,SEED,raw,30,648,5.482840061187744,-2.13425612449646,0,Negative,0,1,15
seed,SEED,raw,31,652,5.4458537101745605,-2.2479209899902344,0,Negative,0,1,15
seed,SEED,raw,32,664,5.328181743621826,-2.38270902633667,0,Negative,0,1,15
seed,SEED,raw,33,691,4.705613613128662,0.7008510828018188,0,Negative,0,1,15
seed,SEED,raw,34,697,4.617282867431641,0.6541482210159302,0,Negative,0,1,15
seed,SEED,raw,35,698,4.597116947174072,0.6460905075073242,0,Negative,0,1,15
seed,SEED,raw,36,706,4.376510143280029,0.6028544902801514,0,Negative,0,1,15
seed,SEED,raw,37,726,3.963395833969116,0.1265251636505127,0,Negative,0,1,15
seed,SEED,raw,38,755,3.677741765975952,-0.5322608351707458,0,Negative,0,1,15
seed,SEED,raw,39,778,3.2168033123016357,-0.518839418888092,0,Negative,0,1,15
seed,SEED,raw,40,800,2.8992838859558105,-0.38488972187042236,0,Negative,0,1,15
seed,SEED,raw,41,809,2.9831745624542236,-0.2399018257856369,0,Negative,0,1,15
seed,SEED,raw,42,829,3.0000431537628174,0.21395224332809448,0,Negative,0,1,15
seed,SEED,raw,43,850,2.6089229583740234,0.43879958987236023,0,Negative,0,1,15
seed,SEED,raw,44,859,2.485548734664917,0.4497055411338806,0,Negative,0,1,15
seed,SEED,raw,45,943,-2.3078877925872803,5.455834865570068,1,Neutral,1,1,15
seed,SEED,raw,46,946,-2.3140058517456055,5.453160762786865,1,Neutral,1,1,15
seed,SEED,raw,47,972,-2.340776205062866,5.351044178009033,1,Neutral,1,1,15
seed,SEED,raw,48,1033,0.26169392466545105,3.297086477279663,1,Neutral,1,1,15
seed,SEED,raw,49,1035,0.2915792167186737,3.2994117736816406,1,Neutral,1,1,15
seed,SEED,raw,50,1041,0.38252538442611694,3.324676752090454,1,Neutral,1,1,15
seed,SEED,raw,51,1051,0.45685192942619324,3.3794007301330566,1,Neutral,1,1,15
seed,SEED,raw,52,1103,1.6474710702896118,-10.592874526977539,2,Positive,2,1,15
seed,SEED,raw,53,1117,1.6772891283035278,-10.710073471069336,2,Positive,2,1,15
seed,SEED,raw,54,1137,1.6841180324554443,-11.106087684631348,2,Positive,2,1,15
seed,SEED,raw,55,1143,1.7447646856307983,-11.229414939880371,2,Positive,2,1,15
seed,SEED,raw,56,1161,2.0331082344055176,-11.34036636352539,2,Positive,2,1,15
seed,SEED,raw,57,1183,2.1715221405029297,-11.504051208496094,2,Positive,2,1,15
seed,SEED,raw,58,1273,3.5214333534240723,-12.088449478149414,2,Positive,2,1,15
seed,SEED,raw,59,1287,3.533538341522217,-12.04362678527832,2,Positive,2,1,15
seed,SEED,raw,60,1341,4.194046974182129,2.461421489715576,0,Negative,0,1,15
seed,SEED,raw,61,1348,4.125685691833496,2.4705891609191895,0,Negative,0,1,15
seed,SEED,raw,62,1360,3.9723358154296875,2.4814159870147705,0,Negative,0,1,15
seed,SEED,raw,63,1382,3.586764097213745,2.344661235809326,0,Negative,0,1,15
seed,SEED,raw,64,1418,3.342677116394043,2.410215139389038,0,Negative,0,1,15
seed,SEED,raw,65,1469,4.191566467285156,3.3942625522613525,0,Negative,0,1,15
seed,SEED,raw,66,1490,4.526786804199219,3.7927658557891846,0,Negative,0,1,15
seed,SEED,raw,67,1509,4.766429901123047,3.9895846843719482,0,Negative,0,1,15
seed,SEED,raw,68,1522,4.838028907775879,3.997634172439575,0,Negative,0,1,15
seed,SEED,raw,69,1547,-3.1927378177642822,3.9789464473724365,1,Neutral,1,1,15
seed,SEED,raw,70,1559,-3.0383918285369873,3.905294418334961,1,Neutral,1,1,15
seed,SEED,raw,71,1564,-2.926826000213623,3.8859026432037354,1,Neutral,1,1,15
seed,SEED,raw,72,1566,-2.8961493968963623,3.8828368186950684,1,Neutral,1,1,15
seed,SEED,raw,73,1643,-2.699760675430298,3.140948534011841,1,Neutral,1,1,15
seed,SEED,raw,74,1654,-2.67055082321167,2.787053108215332,1,Neutral,1,1,15
seed,SEED,raw,75,1676,-2.7938616275787354,1.6714824438095093,1,Neutral,1,1,15
seed,SEED,raw,76,1684,-2.8851511478424072,1.410123586654663,1,Neutral,1,1,15
seed,SEED,raw,77,1703,-2.835453748703003,0.9127501249313354,1,Neutral,1,1,15
seed,SEED,raw,78,1707,-3.1951987743377686,0.9285998940467834,1,Neutral,1,1,15
seed,SEED,raw,79,1714,-2.9804513454437256,0.7097302675247192,1,Neutral,1,1,15
seed,SEED,raw,80,1719,-3.224750518798828,0.7090682983398438,1,Neutral,1,1,15
seed,SEED,raw,81,1741,-3.102046012878418,0.37041327357292175,1,Neutral,1,1,15
seed,SEED,raw,82,1745,1.0966339111328125,-13.253955841064453,2,Positive,2,1,15
seed,SEED,raw,83,1752,1.1853243112564087,-13.156184196472168,2,Positive,2,1,15
seed,SEED,raw,84,1754,1.2028295993804932,-13.144980430603027,2,Positive,2,1,15
seed,SEED,raw,85,1797,1.8139435052871704,-13.984895706176758,2,Positive,2,1,15
seed,SEED,raw,86,1809,1.8024916648864746,-14.258523941040039,2,Positive,2,1,15
seed,SEED,raw,87,1820,1.8276840448379517,-14.616365432739258,2,Positive,2,1,15
seed,SEED,raw,88,1858,1.2110471725463867,-14.723634719848633,2,Positive,2,1,15
seed,SEED,raw,89,1869,0.7208628058433533,-14.34844970703125,2,Positive,2,1,15
seed,SEED,raw,90,1870,0.6675931811332703,-14.329828262329102,2,Positive,2,1,15
seed,SEED,raw,91,1888,0.4082746207714081,-14.793149948120117,2,Positive,2,1,15
seed,SEED,raw,92,1898,0.6064785122871399,-15.304381370544434,2,Positive,2,1,15
seed,SEED,raw,93,1906,0.5235756039619446,-15.6156644821167,2,Positive,2,1,15
seed,SEED,raw,94,1916,0.04019085317850113,-15.695442199707031,2,Positive,2,1,15
seed,SEED,raw,95,1923,-0.24353250861167908,-15.566920280456543,2,Positive,2,1,15
seed,SEED,raw,96,1942,-0.44828730821609497,-15.06733512878418,2,Positive,2,1,15
seed,SEED,raw,97,2002,-0.717029333114624,-14.02950382232666,2,Positive,2,1,15
seed,SEED,raw,98,2009,-0.7293515801429749,-14.033329963684082,2,Positive,2,1,15
seed,SEED,raw,99,2010,-0.2319406121969223,-12.337592124938965,2,Positive,2,1,15
seed,SEED,raw,100,2023,-0.15252171456813812,-12.436226844787598,2,Positive,2,1,15
seed,SEED,raw,101,2047,-0.20409351587295532,-11.975974082946777,2,Positive,2,1,15
seed,SEED,raw,102,2054,-0.36334583163261414,-11.712252616882324,2,Positive,2,1,15
seed,SEED,raw,103,2060,-0.5319470167160034,-11.46692943572998,2,Positive,2,1,15
seed,SEED,raw,104,2076,-0.8437398672103882,-11.411084175109863,2,Positive,2,1,15
seed,SEED,raw,105,2134,-1.2869839668273926,-11.810473442077637,2,Positive,2,1,15
seed,SEED,raw,106,2190,-1.2649257183074951,-13.013702392578125,2,Positive,2,1,15
seed,SEED,raw,107,2213,-1.4285557270050049,-13.17525577545166,2,Positive,2,1,15
seed,SEED,raw,108,2264,2.328373908996582,7.887687683105469,1,Neutral,1,1,15
seed,SEED,raw,109,2265,2.325364589691162,7.891419887542725,1,Neutral,1,1,15
seed,SEED,raw,110,2273,2.2998201847076416,7.906644344329834,1,Neutral,1,1,15
seed,SEED,raw,111,2335,1.9364062547683716,7.42963171005249,1,Neutral,0,0,15
seed,SEED,raw,112,2340,1.9370347261428833,7.390372276306152,1,Neutral,0,0,15
seed,SEED,raw,113,2348,1.916919469833374,7.324174880981445,1,Neutral,0,0,15
seed,SEED,raw,114,2509,3.704209566116333,5.785372257232666,0,Negative,0,1,15
seed,SEED,raw,115,2525,3.777647018432617,5.770791053771973,0,Negative,0,1,15
seed,SEED,raw,116,2556,3.9295055866241455,5.762941360473633,0,Negative,0,1,15
seed,SEED,raw,117,2606,4.392744541168213,5.862966060638428,0,Negative,0,1,15
seed,SEED,raw,118,2654,4.705452919006348,6.982675552368164,0,Negative,0,1,15
seed,SEED,raw,119,2662,4.73878288269043,7.10349178314209,0,Negative,0,1,15
seed,SEED,raw,120,2675,4.741866588592529,7.269347190856934,0,Negative,0,1,15
seed,SEED,raw,121,2685,4.692285060882568,7.336459636688232,0,Negative,0,1,15
seed,SEED,raw,122,2825,-5.819370746612549,-0.5281000137329102,1,Neutral,1,1,15
seed,SEED,raw,123,2868,-5.739165782928467,-0.9116127490997314,1,Neutral,1,1,15
seed,SEED,raw,124,2871,-5.672725200653076,-1.0123242139816284,1,Neutral,1,1,15
seed,SEED,raw,125,2897,-5.683894157409668,-1.5957999229431152,1,Neutral,1,1,15
seed,SEED,raw,126,2912,-6.328989505767822,-1.5810792446136475,1,Neutral,1,1,15
seed,SEED,raw,127,2914,-5.975854873657227,-1.9953813552856445,1,Neutral,1,1,15
seed,SEED,raw,128,2916,-6.030392646789551,-2.0266854763031006,1,Neutral,1,1,15
seed,SEED,raw,129,2921,-6.560271263122559,-1.5981308221817017,1,Neutral,1,1,15
seed,SEED,raw,130,2933,-6.677191257476807,-1.9186899662017822,1,Neutral,1,1,15
seed,SEED,raw,131,2946,-6.603351593017578,-2.2004590034484863,1,Neutral,1,1,15
seed,SEED,raw,132,2952,-2.885329484939575,-8.312835693359375,2,Positive,2,1,15
seed,SEED,raw,133,2982,-2.8386144638061523,-7.98892068862915,2,Positive,2,1,15
seed,SEED,raw,134,2990,-2.8507182598114014,-7.728301048278809,2,Positive,2,1,15
seed,SEED,raw,135,2992,-2.856428861618042,-7.652530193328857,2,Positive,2,1,15
seed,SEED,raw,136,3033,-2.629481792449951,-6.716454982757568,2,Positive,2,1,15
seed,SEED,raw,137,3061,-2.5038676261901855,-6.727136135101318,2,Positive,2,1,15
seed,SEED,raw,138,3066,-2.5026657581329346,-6.769134521484375,2,Positive,2,1,15
seed,SEED,raw,139,3145,-2.0273895263671875,-7.504142761230469,2,Positive,2,1,15
seed,SEED,raw,140,3195,-3.976374864578247,-4.397315979003906,0,Negative,0,1,15
seed,SEED,raw,141,3202,-3.9802591800689697,-4.416022777557373,0,Negative,0,1,15
seed,SEED,raw,142,3213,-4.004989147186279,-4.539844989776611,0,Negative,0,1,15
seed,SEED,raw,143,3252,-4.32126522064209,-5.096256732940674,0,Negative,0,1,15
seed,SEED,raw,144,3261,-4.458384037017822,-5.091195106506348,0,Negative,0,1,15
seed,SEED,raw,145,3267,-4.576508045196533,-5.051883220672607,0,Negative,0,1,15
seed,SEED,raw,146,3349,-5.317721366882324,-5.592597961425781,0,Negative,0,1,15
seed,SEED,raw,147,3351,-5.330178260803223,-5.613553524017334,0,Negative,0,1,15
seed,SEED,raw,148,3353,-5.3441877365112305,-5.640890598297119,0,Negative,0,1,15
seed,SEED,raw,149,3391,-5.61323356628418,-5.943686485290527,0,Negative,0,1,15
seed,SEED,dms_sgpan,0,11,-13.679563522338867,-15.178848266601562,2,Positive,2,1,15
seed,SEED,dms_sgpan,1,18,-13.557389259338379,-15.131255149841309,2,Positive,2,1,15
seed,SEED,dms_sgpan,2,22,-14.03854751586914,-15.00703239440918,2,Positive,2,1,15
seed,SEED,dms_sgpan,3,146,-11.107851028442383,-15.886916160583496,2,Positive,2,1,15
seed,SEED,dms_sgpan,4,148,-10.991684913635254,-16.012271881103516,2,Positive,2,1,15
seed,SEED,dms_sgpan,5,161,-10.717730522155762,-16.6257381439209,2,Positive,2,1,15
seed,SEED,dms_sgpan,6,217,-10.593725204467773,-17.517414093017578,2,Positive,2,1,15
seed,SEED,dms_sgpan,7,234,-10.577821731567383,-17.519899368286133,2,Positive,2,1,15
seed,SEED,dms_sgpan,8,243,8.94460678100586,4.990688323974609,1,Neutral,1,1,15
seed,SEED,dms_sgpan,9,248,9.168938636779785,4.76104211807251,1,Neutral,1,1,15
seed,SEED,dms_sgpan,10,251,9.234135627746582,4.743803024291992,1,Neutral,1,1,15
seed,SEED,dms_sgpan,11,260,10.262519836425781,3.2635316848754883,1,Neutral,1,1,15
seed,SEED,dms_sgpan,12,281,10.5137939453125,2.9615278244018555,1,Neutral,1,1,15
seed,SEED,dms_sgpan,13,287,10.460922241210938,2.6855714321136475,1,Neutral,1,1,15
seed,SEED,dms_sgpan,14,289,10.462174415588379,2.6517584323883057,1,Neutral,1,1,15
seed,SEED,dms_sgpan,15,292,10.802099227905273,2.901383399963379,1,Neutral,1,1,15
seed,SEED,dms_sgpan,16,294,10.842740058898926,2.888408660888672,1,Neutral,1,1,15
seed,SEED,dms_sgpan,17,350,11.419402122497559,1.5477778911590576,1,Neutral,1,1,15
seed,SEED,dms_sgpan,18,372,11.14526653289795,1.7936166524887085,1,Neutral,1,1,15
seed,SEED,dms_sgpan,19,415,11.559067726135254,1.7824416160583496,1,Neutral,1,1,15
seed,SEED,dms_sgpan,20,426,11.157435417175293,1.8411445617675781,1,Neutral,1,1,15
